col1,col2
341,10
666,34
828,50
688,16
642,47
920,9
961,12
357,45
929,4
471,41
814,28
876,22
673,42
770,1
341,40
694,23
54,37
209,11
609,10
734,5
140,26
887,31
259,46
392,30
756,35
683,48
131,43
598,39
419,15
700,44
233,14
384,49
126,8
990,32
342,6
915,17
650,19
757,21
305,33
997,38
195,24
328,36
272,25
718,18
171,20
32,34
562,7
116,29
670,13
43,27
299,2
978,3
842,32
912,2
700,45
310,19
436,24
866,15
564,16
268,48
767,4
255,42
256,34
212,20
213,41
202,22
897,39
272,3
820,25
162,18
548,30
620,37
706,13
203,40
380,12
133,10
995,47
279,38
152,46
107,8
317,50
803,31
203,6
166,27
801,17
997,1
749,28
926,9
467,14
435,7
862,44
292,23
928,49
835,29
194,21
532,26
302,33
850,36
623,11
308,43
435,35
293,5
702,32
831,12
487,27
768,22
225,23
73,42
455,7
898,16
598,46
883,48
750,49
481,41
596,50
580,26
67,13
897,2
625,28
939,45
714,1
940,8
445,25
143,39
422,19
973,5
460,14
135,21
699,44
128,35
594,17
906,11
685,37
418,34
7,40
390,18
39,29
928,4
847,30
349,9
731,24
845,6
258,15
198,43
138,20
315,31
737,10
892,36
433,47
963,33
773,38
780,3
743,37
928,7
270,10
110,14
397,2
510,47
734,44
943,13
763,49
243,12
62,38
904,28
537,25
65,5
861,21
659,15
281,35
592,26
324,24
317,42
152,8
226,4
334,33
478,9
513,32
18,29
414,22
386,17
635,50
213,20
32,39
922,36
760,31
819,6
430,18
811,43
293,40
627,48
328,1
98,3
934,46
540,30
105,19
800,23
913,11
782,27
554,45
449,34
865,16
225,41
736,15
440,47
32,12
621,33
764,35
5,26
940,43
281,6
192,28
262,38
539,2
930,31
792,11
713,42
560,48
474,1
596,14
580,50
367,30
370,40
154,27
896,41
2,46
895,22
15,8
574,9
613,3
647,39
359,36
968,19
930,17
827,18
570,7
473,32
638,5
696,21
283,23
753,25
784,20
954,16
904,13
357,24
575,45
929,4
806,49
626,10
94,34
271,29
459,37
444,44
20,2
164,5
472,22
5,11
53,16
330,36
80,33
139,50
787,28
307,12
645,40
990,19
337,1
419,9
964,17
833,14
508,15
105,49
97,24
48,32
976,3
506,44
795,46
990,20
218,42
319,35
838,21
306,13
158,27
628,25
579,47
892,41
627,8
787,30
20,45
522,6
850,18
871,26
190,48
155,7
654,39
70,4
493,31
803,10
579,37
491,43
144,34
722,38
901,23
849,29
411,42
26,9
277,7
90,40
104,29
180,43
766,3
947,26
819,15
655,21
704,39
197,8
233,11
908,46
736,6
604,36
155,41
858,30
688,1
456,32
343,16
251,49
159,22
710,2
919,5
310,31
37,17
622,18
898,28
17,44
289,35
107,33
842,25
862,12
824,4
136,37
242,38
418,50
452,27
55,45
918,23
128,10
382,47
442,13
75,48
124,20
678,14
423,24
532,34
497,19
980,17
692,32
793,25
675,50
913,5
954,11
78,45
207,21
506,2
971,40
217,10
107,20
706,37
445,36
9,24
687,38
416,39
905,3
50,8
978,1
114,22
252,6
917,47
957,42
462,29
399,27
317,35
831,49
405,4
754,19
816,9
202,34
719,33
217,15
268,23
93,30
739,48
165,31
154,28
949,18
795,12
132,14
449,7
941,41
313,26
263,46
536,16
430,13
415,44
528,43
665,17
652,28
921,36
687,7
777,30
542,10
144,32
615,12
834,47
11,19
498,46
686,42
261,49
234,25
233,27
182,38
915,3
140,14
318,4
757,44
380,2
855,5
387,8
521,24
671,48
915,40
49,11
703,34
4,22
721,6
20,41
108,16
464,37
822,21
361,13
469,31
370,50
258,26
372,18
868,23
280,1
823,35
27,39
19,33
981,20
142,29
235,43
472,15
951,9
229,45
25,30
151,15
753,26
656,38
46,40
894,21
650,29
576,17
950,19
350,44
869,13
244,31
671,43
69,28
417,20
812,32
735,2
160,47
662,4
45,6
608,33
437,25
460,27
360,1
329,14
938,16
74,46
60,9
356,48
511,45
352,49
219,7
91,12
214,18
395,39
224,35
148,24
725,8
598,37
182,22
662,5
573,11
290,3
154,50
472,42
416,34
184,23
989,36
84,41
214,10
197,21
904,15
585,22
274,40
6,11
129,7
598,16
973,24
635,41
865,8
261,35
673,44
779,49
951,1
282,18
188,37
760,48
57,30
483,4
243,33
280,17
644,46
873,5
734,25
944,19
73,34
917,47
164,9
575,36
55,31
365,23
766,26
472,10
3,27
504,32
927,42
994,13
296,38
396,14
707,20
558,39
269,28
569,12
405,6
178,50
254,3
983,29
793,2
210,45
594,43
177,3
759,40
838,23
646,16
892,41
697,34
873,35
81,29
785,2
213,12
489,10
347,45
659,15
694,33
594,14
804,31
11,19
611,43
192,42
483,39
410,18
648,48
318,24
800,13
614,46
384,25
529,32
486,4
967,8
801,30
112,38
482,36
80,50
119,26
652,7
528,27
772,47
309,6
795,37
658,1
353,11
522,9
586,21
640,49
620,5
209,22
895,20
459,44
87,17
415,28
91,46
197,24
939,12
273,50
996,25
459,37
426,45
751,31
928,47
686,40
876,20
68,49
971,3
97,34
345,36
33,6
746,15
679,44
757,19
829,1
575,30
85,10
428,21
381,29
319,13
702,2
406,5
673,39
552,23
119,4
923,32
73,48
370,17
53,9
108,11
632,43
483,16
929,27
47,41
673,35
54,42
287,22
857,7
64,14
788,33
45,8
183,26
521,38
965,28
861,18
64,41
84,8
729,2
247,44
193,50
326,43
472,37
830,19
123,30
815,12
82,49
656,47
160,27
377,13
255,25
928,22
707,33
28,45
918,7
766,21
377,48
892,24
654,31
862,42
433,32
277,35
582,9
912,6
764,28
769,26
695,17
816,36
824,46
133,38
800,34
558,29
349,40
991,15
177,14
648,3
271,39
209,16
242,23
376,18
945,5
272,20
199,10
66,1
49,4
180,11
320,26
878,6
92,33
389,1
660,12
408,4
716,22
664,23
774,35
526,37
248,16
173,3
817,31
833,43
287,41
641,20
817,17
899,10
185,13
658,39
151,47
969,15
571,36
385,21
543,7
168,19
631,14
525,40
352,8
728,24
480,27
461,34
832,30
415,38
50,42
842,46
582,5
240,49
363,2
708,44
736,29
883,48
469,45
270,28
378,32
603,11
561,18
702,50
682,25
452,9
978,27
312,20
936,42
585,30
272,49
956,24
328,2
285,10
8,25
133,29
744,16
853,17
969,40
703,41
59,26
979,3
820,39
717,31
834,21
889,36
251,6
312,46
19,9
401,12
245,11
78,1
601,8
792,37
452,15
356,23
529,35
800,38
726,50
262,14
137,47
996,4
253,7
613,28
848,19
444,22
920,43
535,18
227,44
542,33
872,5
397,45
888,48
733,13
140,34
70,32
416,10
120,36
914,17
498,11
382,18
342,48
361,37
122,41
383,43
455,31
606,27
230,32
16,2
618,23
657,5
510,19
458,7
403,45
431,9
814,49
332,29
767,46
171,15
481,12
886,20
883,42
732,1
721,3
940,21
678,4
646,38
636,26
793,24
528,30
658,44
679,50
105,6
700,22
109,35
746,47
533,39
763,13
26,33
780,40
341,16
552,28
337,25
870,14
271,34
900,8
957,4
179,28
687,5
672,9
357,44
892,42
747,20
889,48
893,41
562,8
722,6
320,22
856,32
594,34
268,40
400,10
790,37
450,43
978,35
39,33
186,19
265,25
778,31
971,36
476,2
811,12
865,38
170,23
655,24
656,3
211,50
906,1
667,26
457,30
553,18
296,29
370,39
608,46
958,7
642,17
53,16
753,11
614,21
640,47
653,13
41,49
472,15
277,45
461,14
360,27
483,40
907,46
260,21
387,10
726,37
586,47
997,25
420,34
603,29
617,38
511,44
952,23
67,31
487,45
748,14
170,22
192,13
710,9
832,19
9,24
229,1
567,48
72,15
341,39
738,35
617,26
876,8
796,18
959,20
488,36
61,7
17,16
405,12
39,27
855,17
811,11
162,3
226,2
901,32
958,28
320,5
301,49
82,50
245,30
463,33
363,42
652,6
76,43
41,41
553,4
920,30
264,43
547,41
448,25
808,32
11,12
841,48
429,2
323,20
636,33
145,31
359,45
556,39
579,37
630,15
811,3
348,36
252,44
477,6
669,18
846,22
233,13
331,16
263,28
60,24
292,5
865,14
4,1
847,50
745,10
534,29
444,7
595,46
115,40
989,42
26,4
573,11
451,34
382,23
690,49
225,26
261,47
624,17
825,19
823,35
594,8
571,38
165,21
904,27
463,9
166,27
716,2
977,30
965,24
797,32
30,20
83,22
559,33
390,37
811,8
213,9
960,47
438,34
174,4
323,3
136,44
613,49
75,42
642,7
617,17
891,23
827,46
299,5
41,14
189,40
424,50
919,18
343,38
638,29
189,48
426,10
796,12
97,28
306,39
34,31
736,13
422,19
215,11
815,15
432,21
186,41
151,6
134,35
692,43
30,16
276,25
513,26
812,45
569,1
495,36
570,44
160,4
335,30
516,43
220,48
340,22
23,11
469,20
34,38
283,15
856,3
660,42
696,25
330,9
805,13
514,21
938,29
225,1
599,33
282,50
953,8
432,5
69,14
810,31
101,49
555,2
343,41
539,10
545,12
530,16
740,27
387,26
18,34
754,45
746,23
261,18
200,47
205,35
552,46
627,39
923,28
800,24
53,32
410,17
870,37
26,6
651,7
837,36
158,19
989,40
652,33
71,41
529,14
998,18
478,31
690,11
639,47
59,35
163,32
123,30
764,48
247,20
143,5
535,40
995,19
493,17
748,9
25,46
569,28
959,42
67,50
519,15
426,2
575,26
843,38
424,8
369,34
344,1
584,21
299,10
552,13
130,39
477,36
275,49
922,3
872,27
182,16
482,24
788,6
851,7
629,44
428,43
965,12
742,22
225,4
316,29
182,25
722,37
468,45
811,23
332,24
851,38
320,19
436,41
339,30
344,46
377,42
226,50
287,47
631,43
464,12
656,21
322,33
625,34
536,26
637,25
408,32
131,28
721,44
389,36
398,6
148,10
474,9
494,2
150,23
950,40
775,29
719,15
496,14
255,18
7,5
79,37
484,7
205,13
193,39
909,20
211,8
422,17
118,48
797,27
366,35
438,49
812,11
922,1
407,31
440,3
203,45
450,22
513,16
811,4
296,5
598,36
813,9
278,25
758,29
455,33
9,13
539,31
428,30
432,32
492,39
823,37
314,35
998,6
426,45
181,23
576,16
989,19
69,10
62,28
239,22
373,15
202,44
828,48
715,21
708,20
86,1
2,43
757,8
519,50
480,17
923,41
464,11
528,18
682,26
592,34
792,2
159,14
962,3
48,40
58,4
823,7
947,27
255,49
898,47
124,38
739,46
454,24
48,42
758,12
947,49
461,12
561,13
447,23
577,34
248,31
584,11
262,24
408,47
546,1
695,22
256,10
623,50
876,15
819,3
427,18
752,41
535,35
36,25
991,19
939,32
228,44
610,2
575,26
285,48
212,46
604,20
660,36
225,16
283,4
309,40
22,37
604,28
979,27
552,43
969,7
273,33
811,14
755,8
354,9
256,42
844,5
649,21
774,6
78,30
868,38
652,45
281,17
212,29
404,39
375,50
16,13
200,15
343,19
181,37
310,4
757,48
439,40
114,14
156,5
510,28
597,35
303,41
639,24
448,20
790,44
658,33
526,26
425,34
873,30
380,17
833,23
167,27
482,11
219,6
354,10
179,32
581,12
271,8
928,3
510,22
475,45
269,29
297,21
715,16
328,43
555,1
961,39
961,47
644,2
763,46
821,25
276,38
526,9
765,7
929,36
393,31
520,18
584,49
789,42
567,50
508,45
80,39
131,21
433,32
636,13
200,17
122,24
639,34
410,48
977,31
324,10
176,1
249,5
350,15
153,49
108,33
663,22
550,35
968,30
665,19
867,25
31,11
241,18
11,36
903,41
657,23
72,7
729,26
511,47
556,2
912,9
319,16
158,38
742,3
452,8
58,37
638,20
931,28
96,44
774,29
919,46
950,6
443,4
22,27
759,14
7,42
23,12
885,43
8,40
790,47
227,21
897,10
383,14
297,27
526,41
256,3
192,26
181,36
639,33
327,24
256,9
248,46
464,37
498,25
215,15
184,38
345,43
833,42
814,31
88,32
880,19
993,17
66,49
703,8
18,29
365,45
261,22
296,5
711,23
755,4
643,28
479,6
945,1
967,16
640,48
911,39
230,7
778,44
367,2
493,20
15,50
623,30
108,11
209,35
136,18
742,34
942,40
219,12
146,13
166,24
705,46
941,38
477,43
798,5
506,33
458,17
671,9
698,42
99,39
757,13
9,18
657,47
780,48
484,32
998,22
714,21
119,26
924,31
132,1
559,14
797,7
663,35
142,29
89,25
224,36
163,49
771,45
122,4
364,12
250,2
717,11
70,27
4,41
813,15
250,50
228,37
46,23
50,3
289,6
341,30
694,20
916,28
656,10
356,40
325,19
306,44
96,8
359,16
296,34
875,32
121,42
92,33
201,10
786,45
486,17
58,23
501,36
449,25
936,46
623,28
140,9
122,26
861,41
168,31
940,49
554,24
366,20
170,22
998,21
122,38
542,12
232,44
875,34
846,18
363,14
340,1
960,35
344,48
856,39
563,4
173,43
900,50
903,29
831,27
963,13
247,8
410,11
614,6
848,15
44,30
316,2
105,7
547,3
506,47
638,16
153,19
196,40
653,5
964,37
486,25
293,50
395,36
263,26
133,6
389,14
653,46
791,28
760,17
775,13
975,40
194,35
856,9
169,11
717,5
282,3
194,45
383,21
824,34
999,27
27,48
402,10
909,39
210,30
222,47
482,16
243,31
121,22
629,42
642,18
938,15
742,20
858,8
657,4
781,44
40,1
977,49
669,33
459,37
645,23
878,24
491,41
221,38
134,12
770,7
12,29
707,2
569,43
406,19
765,32
772,2
465,13
653,14
9,10
479,39
554,16
184,30
942,23
844,31
883,45
52,42
270,11
159,7
700,33
435,24
166,49
761,22
12,29
846,5
169,18
889,12
894,44
890,17
633,25
683,4
367,37
237,38
664,46
700,35
766,32
122,21
981,48
709,40
729,41
284,8
864,36
720,27
103,15
713,1
611,43
333,26
662,9
585,50
957,34
347,47
188,3
616,19
34,20
277,28
192,6
814,18
445,12
190,4
961,50
378,8
993,43
687,22
818,9
672,40
469,39
379,32
469,26
437,45
202,20
703,36
964,10
706,27
949,37
214,29
725,28
977,1
497,21
623,35
124,44
856,49
845,34
219,7
643,47
75,3
265,42
659,48
472,31
836,24
539,23
166,15
345,16
829,5
753,30
984,41
895,11
518,2
617,33
553,13
494,19
684,6
75,17
133,25
10,38
383,46
212,14
145,45
631,7
465,22
410,28
1,32
356,48
57,4
339,34
14,25
667,36
182,38
291,16
862,3
55,39
468,15
755,42
595,35
707,10
190,47
607,6
35,49
201,44
484,5
120,12
825,20
437,1
703,14
55,19
897,13
868,33
497,2
393,11
249,43
144,50
574,21
363,24
459,8
635,46
272,29
562,9
578,37
928,41
606,23
358,40
965,27
323,18
696,26
18,17
514,31
334,30
371,44
644,43
432,30
297,26
325,5
161,11
420,7
446,40
297,27
381,2
789,15
531,38
988,31
157,20
343,1
114,3
440,9
993,18
477,14
266,21
37,36
583,47
443,28
973,35
153,22
670,42
843,6
22,48
655,45
612,32
489,46
388,17
172,12
331,10
19,4
322,34
937,50
426,49
899,8
655,23
860,41
283,39
165,19
531,29
332,25
797,37
51,33
133,16
412,24
966,13
520,41
589,32
893,5
52,26
388,38
389,10
46,18
996,7
743,16
300,28
664,33
314,48
706,22
587,20
876,49
883,30
874,29
468,47
610,24
171,2
251,21
855,17
297,25
939,3
736,31
885,40
604,37
787,15
340,14
779,23
472,19
473,36
170,13
735,35
556,9
472,39
118,46
432,1
98,6
969,11
406,44
163,50
71,8
32,42
86,12
474,4
312,34
959,43
395,27
714,45
519,47
135,23
13,2
890,38
42,9
131,5
510,1
709,31
734,16
133,26
665,20
453,6
232,15
316,30
50,39
319,49
629,14
287,43
125,32
660,29
197,41
177,28
658,11
896,33
296,44
801,17
863,36
949,45
784,22
124,42
376,21
911,34
350,18
253,25
763,19
777,37
411,4
72,12
118,46
47,48
721,8
492,35
346,50
625,24
82,7
723,27
652,3
585,40
334,10
335,13
811,17
486,30
187,24
335,4
19,47
737,15
892,43
480,36
634,42
709,25
366,18
931,19
832,7
871,35
187,11
375,10
360,2
164,32
859,12
709,41
666,37
992,48
990,31
984,44
409,14
851,46
669,49
27,29
518,8
853,39
23,40
214,26
388,50
757,34
790,27
370,5
93,3
909,6
897,38
531,28
221,33
601,22
956,21
40,20
920,16
488,23
438,13
752,1
94,45
815,9
428,43
532,47
488,8
879,9
232,41
723,46
47,26
818,48
109,25
923,13
854,4
715,34
611,35
718,45
472,28
422,23
813,33
730,14
439,38
677,16
848,1
847,17
680,36
898,49
208,37
992,15
23,12
290,22
156,7
504,21
266,44
85,42
152,24
769,3
422,2
742,18
319,20
645,19
228,30
956,27
273,6
252,39
575,50
408,29
67,31
281,11
268,32
48,40
181,5
575,10
972,33
267,26
25,38
517,24
347,13
613,7
970,16
84,8
356,32
808,48
359,47
277,44
498,11
10,25
736,3
578,41
240,18
283,31
403,1
213,40
222,29
747,49
527,45
857,15
774,5
915,28
736,36
968,12
379,35
413,9
618,50
656,6
465,19
397,22
961,21
692,42
947,43
190,4
384,10
972,2
502,14
881,17
928,30
582,34
244,23
837,39
301,46
407,27
382,37
57,20
354,18
466,32
734,10
685,20
370,33
318,28
127,24
120,6
809,19
961,40
788,34
406,26
167,46
868,5
803,16
405,1
558,12
890,30
204,22
403,29
691,36
446,9
85,8
378,39
174,13
58,42
864,43
31,3
921,17
661,4
55,35
789,21
739,38
694,45
793,47
287,27
169,41
837,37
586,2
921,50
744,7
663,48
466,23
161,44
338,14
114,11
154,25
888,49
433,31
75,15
131,48
139,50
916,22
571,18
592,40
505,30
574,33
814,4
610,28
550,8
79,49
655,17
332,1
890,2
235,23
873,43
931,41
538,21
652,45
758,31
546,29
147,37
410,19
792,35
259,27
625,26
276,10
628,7
807,9
8,32
340,15
687,16
505,25
738,5
512,38
230,6
773,42
335,46
38,44
971,20
448,24
279,12
698,14
884,47
953,3
386,39
529,36
895,11
114,34
705,13
352,30
719,13
969,38
824,37
856,42
400,44
487,29
446,17
563,23
192,20
919,50
212,19
393,21
692,46
19,49
595,14
56,45
673,35
302,43
798,26
984,40
606,22
21,9
762,11
378,34
369,10
614,32
260,5
251,6
122,28
602,36
517,7
330,3
735,25
582,16
68,15
810,12
774,39
190,8
139,1
193,41
455,47
506,33
809,27
302,31
970,2
874,48
200,18
737,24
344,4
186,12
982,9
419,16
569,19
462,18
429,31
884,1
988,44
579,41
562,10
819,7
322,6
921,29
483,43
171,40
372,3
155,36
649,8
706,37
728,2
688,11
831,45
314,32
932,38
224,49
510,27
83,48
87,4
647,47
523,30
428,22
971,26
786,23
941,17
820,21
619,33
250,28
660,50
846,35
433,15
640,25
804,34
324,39
856,5
74,20
555,14
235,46
663,24
517,13
425,42
28,24
793,34
797,9
620,32
326,13
498,8
95,46
397,3
605,39
476,22
313,26
636,15
412,2
909,29
555,5
737,44
374,38
806,36
93,37
533,16
479,31
51,50
588,10
861,45
646,28
897,35
218,23
274,33
331,4
836,27
721,49
747,42
743,18
912,19
313,40
853,14
762,41
147,17
890,20
787,6
161,7
335,30
693,25
301,1
89,47
708,12
428,43
884,48
785,21
192,11
952,12
450,41
755,21
85,15
386,26
280,1
988,16
67,50
312,27
141,8
775,10
536,7
719,38
446,17
55,19
41,34
503,46
936,22
628,40
346,6
369,32
936,43
36,2
903,9
82,13
892,37
504,18
454,44
874,20
436,4
839,25
751,30
250,36
650,23
49,48
576,29
280,42
481,3
9,11
550,33
829,45
820,28
389,35
810,14
592,24
222,5
619,47
960,31
707,49
833,39
173,9
665,27
25,22
1,16
598,12
313,42
769,26
502,30
547,19
646,41
250,17
63,1
830,3
911,4
229,28
881,2
748,5
232,40
461,47
61,46
337,36
10,6
863,45
764,35
145,48
817,10
718,15
5,20
165,43
553,50
303,33
816,25
134,24
63,11
301,8
372,14
918,18
114,49
450,21
516,38
453,31
951,37
791,39
169,29
401,13
954,34
172,44
335,23
773,32
227,7
755,30
587,50
524,38
839,20
134,40
186,42
570,17
363,10
61,28
603,31
690,27
264,21
490,5
870,24
267,1
914,4
707,13
490,46
231,7
773,39
157,25
345,18
453,3
415,32
989,35
486,29
855,15
656,36
117,9
366,47
263,16
820,14
657,37
351,11
75,44
675,23
611,33
943,19
526,48
311,43
85,12
436,26
580,2
74,8
258,6
119,45
542,41
505,49
162,34
227,22
378,19
400,3
285,46
955,27
411,33
752,11
818,25
638,6
20,14
733,41
635,49
998,21
22,5
959,9
969,39
502,34
607,42
429,13
214,1
359,7
895,20
789,28
738,38
945,31
660,26
707,4
425,24
153,40
947,45
372,16
392,32
551,17
619,18
694,37
995,22
669,29
236,43
449,30
836,23
836,50
888,47
232,35
741,12
365,8
957,15
385,10
796,44
126,48
818,2
972,36
199,28
674,6
378,39
244,24
67,13
118,27
22,17
692,46
160,9
596,11
761,40
595,2
39,1
175,48
297,35
80,10
726,14
385,43
222,45
171,34
437,8
386,38
721,50
171,26
157,25
690,18
742,15
620,22
740,47
854,16
155,36
603,20
578,29
600,5
301,30
977,37
585,4
480,19
366,32
327,33
893,49
820,41
526,3
352,23
223,7
121,31
771,42
388,12
662,44
535,21
683,11
82,14
609,19
29,49
2,3
147,39
484,48
393,34
776,1
553,44
85,9
236,38
23,4
547,45
653,35
798,23
653,26
604,25
182,18
756,36
53,15
340,40
654,41
466,16
859,30
617,12
692,5
156,47
732,29
3,28
252,27
601,50
476,37
437,2
988,42
13,33
376,43
820,32
60,31
673,13
284,24
855,17
744,8
373,22
755,6
896,10
340,7
557,46
73,20
67,21
929,14
416,49
440,5
593,12
331,19
479,39
139,7
645,26
255,43
232,13
901,25
355,32
501,35
38,47
284,1
875,22
298,31
74,40
419,42
231,16
429,48
228,50
910,20
83,4
611,2
385,45
58,46
596,23
570,38
860,15
514,41
304,11
596,28
492,37
431,29
469,44
30,18
186,21
489,9
387,17
458,6
575,30
238,34
202,3
372,24
93,8
180,27
117,36
250,10
811,33
683,25
924,26
482,47
610,37
730,30
171,32
856,35
357,39
411,2
497,38
588,28
885,22
115,1
61,27
272,45
166,15
815,11
601,3
764,13
522,12
449,50
54,18
241,29
831,40
24,14
771,42
265,44
239,6
552,9
376,34
695,23
220,46
620,33
700,36
159,48
854,49
979,16
14,24
449,19
723,8
988,17
888,21
568,4
448,41
866,5
505,7
616,43
295,10
365,20
241,31
495,47
898,32
705,6
563,29
956,30
239,36
166,25
246,50
80,2
361,46
706,18
434,24
487,40
403,16
265,48
641,19
349,4
345,3
560,9
764,20
368,33
217,11
378,14
506,5
334,22
679,12
296,34
569,27
704,26
232,15
965,10
577,44
377,17
219,39
476,45
591,43
475,13
898,7
327,28
575,8
257,38
446,35
853,37
645,23
453,41
61,42
779,21
429,1
66,31
167,49
713,9
944,12
962,37
425,40
299,28
903,42
179,6
237,22
734,3
358,17
82,46
104,36
297,16
4,15
800,44
85,13
877,43
992,48
659,31
12,4
685,19
641,25
896,14
279,2
101,20
10,32
135,11
624,33
810,10
471,29
319,21
735,47
28,1
582,41
60,24
289,26
122,30
319,34
466,50
580,8
659,7
143,45
386,49
379,27
934,18
838,5
616,39
589,23
168,35
633,38
249,25
622,11
324,28
878,26
561,24
340,10
4,32
151,37
209,38
383,17
252,48
383,22
610,20
173,23
58,47
329,40
106,35
939,27
291,41
813,31
213,46
671,45
272,34
819,43
917,33
344,21
856,13
640,2
271,5
721,1
340,30
969,8
956,3
667,29
493,9
530,18
452,42
673,12
934,7
865,14
652,4
153,16
922,49
424,44
102,15
157,50
157,6
75,36
581,39
21,19
527,34
719,23
620,50
935,22
532,18
300,4
841,39
604,3
305,8
990,9
824,33
663,42
631,40
784,19
443,11
180,29
654,31
299,20
996,48
932,30
147,38
488,21
414,32
299,15
997,2
416,46
333,17
841,6
117,7
807,28
75,45
481,16
716,47
64,12
870,43
544,13
361,5
181,49
605,44
339,26
945,1
718,24
825,10
428,41
254,25
427,37
909,36
658,14
641,27
355,35
297,10
834,19
328,45
513,7
837,1
222,35
161,11
208,8
91,4
463,21
467,46
800,36
197,15
669,47
921,33
102,49
800,34
215,50
591,43
434,42
600,23
799,3
531,38
351,32
579,25
841,6
413,28
701,12
531,24
677,20
304,29
323,13
344,14
842,41
178,9
814,44
995,22
457,37
319,5
795,17
462,18
165,2
267,16
254,39
275,40
823,26
251,27
762,30
674,48
24,31
407,47
826,10
573,26
822,49
834,22
820,45
720,6
981,25
877,36
116,12
630,44
844,11
827,32
601,5
266,15
815,29
281,40
72,46
715,28
669,8
8,41
287,19
194,42
501,34
703,3
379,21
822,14
831,48
66,24
819,35
586,43
918,16
460,9
136,31
136,39
526,1
836,17
307,37
647,23
515,18
591,33
816,50
639,13
358,4
987,27
932,7
7,20
675,30
673,2
470,38
424,23
252,13
185,16
413,30
438,35
761,6
325,48
668,37
474,26
265,11
673,2
39,7
682,21
202,24
921,1
897,49
258,46
389,3
253,41
9,5
622,40
141,10
280,29
292,43
920,34
647,20
977,39
675,36
148,42
511,47
849,12
610,45
959,28
802,22
903,17
783,19
25,14
61,25
99,9
899,4
89,44
271,50
473,38
576,8
482,15
203,33
386,31
595,27
832,32
541,18
82,2
195,3
50,23
829,47
561,35
246,29
549,7
560,32
927,10
696,5
87,22
187,6
135,33
512,18
6,20
641,36
991,34
394,45
689,19
427,13
713,37
892,48
791,14
824,50
271,46
727,17
305,44
63,21
209,24
176,26
110,30
822,15
761,11
912,25
525,12
9,43
704,9
324,28
875,49
887,39
814,38
145,1
840,31
895,40
83,27
632,8
935,41
353,4
349,16
324,42
489,7
647,13
473,48
311,40
901,4
501,18
426,37
944,19
208,14
926,8
953,15
102,41
670,11
321,35
927,34
292,49
907,47
126,50
722,24
726,12
915,44
441,3
590,17
38,31
843,32
776,21
447,16
16,43
566,1
819,28
666,39
653,9
515,10
38,5
648,29
117,33
470,23
68,30
80,22
664,25
866,45
166,20
143,26
977,6
31,36
221,27
721,42
664,38
332,46
564,2
721,35
491,26
616,20
375,3
347,30
543,23
319,9
208,42
776,24
363,25
580,37
58,44
647,1
963,47
65,17
94,32
190,4
695,43
87,8
880,50
610,40
389,2
297,33
862,12
409,46
148,14
816,6
247,28
534,34
855,18
546,45
727,39
21,36
33,7
384,22
876,19
437,31
217,16
962,21
927,11
274,10
699,13
320,27
540,29
715,48
114,49
491,15
628,5
602,41
745,38
321,7
423,9
553,49
221,27
431,25
817,45
388,18
872,36
977,21
835,33
946,5
171,34
791,11
848,30
441,44
882,14
553,2
653,41
596,12
417,46
396,4
58,16
870,19
511,29
657,22
383,8
168,23
118,43
65,13
618,24
451,50
335,26
516,40
478,1
411,28
526,20
587,37
898,17
819,48
545,32
517,42
139,35
865,10
926,31
59,47
725,3
248,6
686,38
411,39
953,15
616,32
631,41
956,45
781,27
605,21
96,10
402,48
629,37
474,50
833,26
128,49
462,14
680,38
673,31
749,11
621,12
809,1
177,7
263,20
570,5
45,36
285,17
892,9
974,44
405,34
715,6
118,42
316,29
660,15
715,43
818,18
862,23
859,30
837,13
458,19
336,46
931,33
233,22
201,25
496,35
136,40
961,4
757,16
294,24
533,47
17,8
734,2
688,3
119,28
80,39
887,4
439,41
597,19
995,10
463,47
250,12
667,14
67,48
204,35
43,36
86,34
377,22
203,7
296,2
310,50
588,5
238,24
522,44
32,32
213,43
535,38
785,1
51,27
601,33
693,20
95,23
347,30
529,37
544,13
349,18
398,16
688,49
756,9
509,40
965,29
653,46
228,15
553,21
74,42
34,3
653,25
210,6
419,45
552,17
711,28
66,8
547,26
41,31
243,39
658,11
503,35
658,27
131,15
480,30
352,48
967,13
97,41
455,25
48,14
907,29
707,47
41,19
938,36
223,38
402,45
506,37
560,40
607,23
285,43
892,21
536,9
205,31
827,12
213,11
71,4
498,39
147,22
325,33
575,1
314,34
678,32
763,5
366,6
383,3
971,10
360,50
339,18
247,2
980,42
852,8
928,28
890,24
614,17
335,26
747,7
998,44
922,16
925,46
913,20
618,49
332,19
554,6
212,11
365,48
337,14
409,45
945,30
574,38
696,47
133,50
129,17
827,10
805,26
3,44
391,13
231,2
31,12
794,28
61,40
803,41
653,9
907,23
835,37
777,24
378,39
782,5
85,35
304,3
991,7
153,22
925,4
563,20
3,27
899,43
562,36
274,18
370,15
908,8
478,32
479,21
848,33
678,34
316,25
220,29
897,1
673,16
339,31
686,42
826,49
68,46
978,30
954,3
526,5
928,20
134,31
738,42
120,8
357,32
733,4
329,33
901,28
961,41
53,29
999,10
709,25
730,39
370,43
297,18
22,16
713,37
163,7
297,1
472,47
526,15
755,6
590,24
760,11
946,46
391,45
119,38
781,23
776,21
317,48
711,35
41,26
471,17
439,13
691,50
849,34
596,40
329,2
230,44
548,14
170,19
17,22
987,36
